Customer ID,Internal Obligor ID,Obligor Name,City,Country,Industry Code,Internal Risk Rating,Taxpayer ID (TIN),Stock Exchange,Ticker Symbol,CUSIP,Internal Credit Facility ID,Origination Date,Maturity Date,Credit Facility Type,Credit Facility Purpose,Loan Amount,Outstanding Balance,Interest Rate,Collateral Type,Loan Status,Payment Frequency,Currency,Loan Grade,Syndicated Loan Flag,Disposition Flag,Guarantor ID,Guarantor Name,Guarantor Rating,Loan to Value Ratio,Debt Service Coverage Ratio,Total Assets,Total Liabilities,EBITDA,Net Income,Total Revenue,Total Equity,Cash Flow,Interest Coverage Ratio,Loan Default Probability
3.09046E+13,0eb40aad-10a8-412f-ab10-f91577945857,Morgan-Short,South Lisa,GQ,3950,E,697-24-1964,N/A,WBm,KCJoKn,2c3e5695-bb68-4ad6-8ec0-c8d159d078ab,19-05-2022,22-10-2031,Revolving,Working Capital,83307924.41,84117709.35,11.83,None,Defaulted,Quarterly,EUR,AA,Yes,Disposed,b00c166c-068d-40f1-93c7-707c5f291bdf,Young-Perez,A,1.21,2.36,292885906.3,112748939.1,18010765.2,42895281.09,258176755.4,101022628.5,13201358.41,6.11,0.16
9.43443E+13,3e382aa6-0e15-4d14-bb68-87edeb2c91ef,Meyer Group,Juliahaven,CF,9635,D,687-47-7633,NYSE,WNe,arygcP,9dda5293-192e-471d-a64c-9241d762b587,10-03-2021,30-09-2026,Revolving,Expansion,95666006.34,24225454.83,13.02,Real Estate,Active,Monthly,EUR,CCC,Yes,Disposed,c2953f4e-196f-48c0-b1a1-eb0b8d5f6d46,Washington-Hernandez,B,1.32,1.7,52099729.54,285792188.6,46343809.07,32170110.17,499751829.6,88023316.78,8183522.15,4.72,0.23
3.93817E+13,e4a48e03-904d-4ff2-8fcc-2b55229f650d,"Watkins, Hines and Robinson",Ryanland,FI,8229,B,249-17-5664,NYSE,KCh,hDNJlp,f1b3ee14-4669-4239-869e-ba4cb4ddc3ae,27-12-2022,15-08-2027,Other,Working Capital,55540639.33,78076571.39,9.11,Real Estate,Defaulted,Monthly,GBP,BBB,No,Disposed,ee3068f8-c10e-4cf0-bcb9-cf10413a9f8a,Thompson LLC,E,1.23,2.5,168705861.9,255554985.7,29876283.06,33407129.59,357905726.1,7055640.86,24448677.08,5.11,0.26
4.23292E+13,f88ae91f-3b1c-43bd-9381-99df572928c8,Velazquez LLC,New Jasonton,GA,3787,A,089-08-3920,NYSE,BsY,iItZCr,c7af5849-0935-4354-9076-0cb4a1120d74,12-04-2024,29-06-2032,Term Loan,Acquisition,10101918.06,50869059.56,12.64,Equipment,Closed,Monthly,INR,CCC,Yes,Retained,c074fdf0-754d-45a6-9980-7911db52b853,Cox-Farrell,D,0.7,2.54,382327279.5,226380679.2,49649236.73,35830899.59,142081096,136019789.5,2359340.79,2.88,0.13
6.84594E+13,d319c4f6-b3ad-455b-923b-d00f84cdb120,Lewis PLC,Simsville,AR,1079,A,373-51-5470,NYSE,Dpy,wQikmT,05dd5d00-aeba-419b-96de-628218861e34,04-04-2021,15-02-2033,Term Loan,Acquisition,76649864.38,34502363.3,10.05,Equipment,Active,Annually,EUR,A,No,Retained,17f03c2e-e228-400b-9430-aec3c87b65d4,"Roy, Walker and Hopkins",B,0.59,2.35,471147170.4,198569958.6,25542649.61,7472692.61,232199089.1,166063161.9,26459661.23,6.23,0.23
9.25655E+13,cc52c663-89fc-47bf-b19e-13b64f4b7980,"Smith, Pugh and Barker",Watersburgh,LI,9473,C,825-75-5350,NASDAQ,Yvc,apxDKc,5993a02c-5844-44db-8d01-d02a4d76d478,02-10-2024,25-09-2029,Other,Working Capital,69433698.54,20194609.64,2.98,None,Closed,Monthly,INR,AAA,No,Disposed,f875bd91-4bd1-4277-943d-3b6eed3ff6b8,"Marshall, Schmitt and Moore",A,1,1.92,499188169.7,391437267.8,1228032.25,47075868.33,23765232.84,161157121.8,26343232.06,8.65,0.11
4.0679E+13,7a828340-a980-4379-a5dc-6a93d1ae4ffd,Hernandez and Sons,East Ashley,MM,7412,E,250-34-6765,N/A,faS,cugMev,3cc5e001-9e06-4aa2-a47b-75967949f019,08-03-2025,14-11-2027,Revolving,Expansion,80663028.28,4109289.57,3.06,None,Active,Annually,USD,B,Yes,Retained,1681faf6-293d-469f-a8dd-13ed5769041f,Hayes-Collins,D,1.28,2.78,287553634.5,155762069,62370972.88,31026718.3,360663822.4,129435676.6,1422792.52,6.63,0.14
4.3296E+13,a722ba8c-ad2d-4619-8259-2f14e4d19ffb,"Wallace, Brown and Perry",Walkerside,GA,2135,C,296-61-2109,NASDAQ,rPa,OanCMd,5a294be7-262d-4736-b95b-0869a417b2d5,16-11-2020,03-05-2031,Term Loan,Refinancing,82429566.64,71465473.3,1.75,None,Closed,Monthly,USD,AAA,Yes,Retained,30069266-fbd3-43df-ad56-f4f85f0ff590,Mitchell-Fuller,D,1.3,1.12,132695783.8,201892461.9,62614567.77,27429243.22,118186991,106793043.9,26828397.17,6.54,0.29
4.4818E+13,ac33f984-fff6-434c-8ab1-65cab25d45b3,Mullen Ltd,North Robert,TM,9795,B,059-24-8589,NYSE,let,DTEpXe,efa690f5-07d0-469c-9b38-b247b3432fe2,21-05-2021,01-04-2029,Bridge Loan,Acquisition,47750836.06,23324466.33,3.27,Equipment,Defaulted,Quarterly,EUR,CCC,No,Disposed,1311effd-06db-44be-8a07-591ece95cf19,"Lane, Welch and Warren",C,0.56,1.5,390530849.4,168549224.9,91969970.72,40061722.38,67218045.46,128623514.5,23925785,2.97,0.21
4.24975E+13,569e2f8e-bb6f-448f-b32f-979f8d1fb1ae,Ho-Clark,Boothport,AZ,9380,B,174-43-9540,N/A,XEF,mqbEYf,9fcf4f72-1b7e-48e7-86eb-7bda9b1a06ba,07-02-2024,31-07-2031,Term Loan,Acquisition,60613101.49,44992105.48,12.2,Real Estate,Active,Quarterly,GBP,AAA,Yes,Disposed,d1271c67-d8c1-4074-b1cf-55eb32a15296,Adams Inc,B,1.48,2.97,351226151.2,258075427.8,3935247.06,16536423.88,415462506.3,136016749.6,5479893.29,6.52,0.16
1.05029E+13,a967635e-9da5-4f25-ab51-2c76f5d7dbab,Smith LLC,Nicoleton,UY,4501,D,751-72-3039,LSE,pKb,vDNHbI,2d0bf124-3255-4dc6-bc77-974b3be5f58a,28-12-2023,23-10-2031,Other,Working Capital,83270784.29,14833339.6,7.51,Equipment,Active,Annually,INR,AA,No,Retained,2217ce32-fc76-4729-9ce4-d7f94b10dcf2,"Cline, Jimenez and Hicks",D,0.77,1.39,471905560,79827109.48,50331252.74,36882492.88,172646975.3,173165750.4,5486923.66,3.17,0.13
4.88324E+13,e8f90323-8acb-4fd6-9102-c146bf86a802,Garza LLC,East Matthew,QA,7902,B,155-07-8734,NASDAQ,tgw,qcZzim,5f40c4fb-c05e-4313-a6ce-fd75cd8bb4e7,26-12-2022,09-11-2030,Term Loan,Acquisition,79953415.62,35935849.55,6.56,Equipment,Active,Annually,GBP,BB,No,Disposed,48b4ffec-b91f-4c47-bd48-7e724fcf9a6b,Harris-Pierce,A,0.85,2.54,392217773.2,116463813,84628965.56,18158667.8,377284053.3,88775986.32,19533603.03,7.26,0.22
9.19269E+13,ef5a6799-caa1-46f2-a80e-bee129ae61b8,Baker Group,North Laura,CG,6159,D,001-26-3365,LSE,fyA,tYrfZJ,e5ae4328-6ba6-4073-a856-cbb617e60bf0,22-12-2023,06-05-2030,Term Loan,Working Capital,65073017.24,84686018.36,14.64,None,Closed,Monthly,EUR,A,No,Disposed,0fc13d37-2e73-4c04-a5a9-09feb51ca7ad,"Herman, Brown and Ortega",D,0.63,1.06,270231132.7,184161151,71488141.2,8044152.21,498512341.7,27125152.08,7431549.81,9.88,0.16
2.0457E+13,5a8954c4-2183-4271-b7b9-fb736c084a2d,"Cruz, Rodgers and Davis",Crawfordstad,TT,2092,C,810-28-3419,NASDAQ,fVy,xPEWGA,3667a5ae-c643-45ee-8883-979caa860487,12-07-2022,06-01-2030,Other,Refinancing,35962039.56,4829698.23,5.57,None,Active,Quarterly,EUR,AAA,Yes,Disposed,6f42a673-1a73-4ddb-a881-beaf00706ccd,Schultz-Young,E,0.9,1.91,194047046.5,79951241.41,44484780.84,6497706.38,258755326.4,136919111.3,23092252.97,2.89,0.28
7.04047E+13,9eb6a4e3-d51d-4dec-b9a8-cc08d23fb1be,Reyes-White,South Ronaldfort,BF,7363,E,542-04-5078,N/A,pPu,fzVOgF,f02ecd41-af48-43f4-840f-c0abf198e10e,22-06-2022,06-03-2034,Term Loan,Working Capital,81799325.92,63161780.59,12.32,Equipment,Active,Quarterly,USD,A,Yes,Retained,f916d936-5499-4f8d-8d8c-73dbc99fbced,Gomez-Nguyen,A,0.54,2.6,195002510.4,252500892.6,9600700.8,5442228.85,252308728.4,66510564.83,9805865.85,4.3,0.05
1.67778E+13,c651d48e-d7f2-41cd-87b0-2c6f475e68fd,Bailey-Sawyer,Martinezborough,BO,6428,C,298-82-1250,NYSE,MvF,WximyX,b607fde9-3122-47d6-a75a-10981106170e,14-06-2022,11-12-2030,Other,Expansion,20957770.18,68198897.99,4.57,Equipment,Active,Annually,USD,BBB,Yes,Retained,5f6bfdef-49e9-4898-8cf9-8894022d5e7a,"Mckinney, Shaw and Atkins",A,0.6,1.79,153644934.1,225736088.5,47262356.44,44461550.55,341538835,162060055.7,15508444.67,4.74,0.17
4.98157E+13,f5410629-5b25-4bff-903d-c3b2cc9e2970,Powell and Sons,Shawnaside,EG,8163,A,842-58-8242,N/A,Uim,FRjkwy,041dda11-6575-47ee-a725-8badc78ae3eb,12-05-2024,20-07-2028,Bridge Loan,Working Capital,58490237.81,11221202.74,8.79,Real Estate,Defaulted,Annually,EUR,CCC,No,Disposed,8c09f9d5-7237-4e12-ac8b-80846f54d5fa,Valencia-Gomez,A,1.05,2.47,402260202.5,304076788.3,81710581.84,23394073.74,206097205.2,79978052.32,6474479.49,3.18,0.02
1.79021E+13,cd879e05-8806-49bf-9065-e6e5fc788bb8,Schroeder-May,Thomasstad,LK,4880,E,286-67-3829,N/A,wWM,ZARnAZ,ce5ff40e-2e69-4348-bc21-61ac3b03501b,23-11-2023,04-07-2027,Revolving,Acquisition,22763733.26,74798896.57,2.49,Equipment,Active,Quarterly,GBP,CCC,No,Disposed,e60818d3-2d4f-48a9-b1c1-3d13f3da5b89,Dougherty Ltd,D,0.87,2.63,146110698.9,250621980.8,57419969.73,20650582.6,465581762.6,74994746.52,22026558.52,3.57,0.08
1.78994E+13,707b6014-1a77-4e06-ad2f-a3dd2ca43ef8,Sanders Inc,Ginaburgh,NO,9695,B,602-53-4855,LSE,rjg,IKRMVU,b7dde231-2672-47da-a7e8-203baa9f9557,07-01-2021,11-05-2031,Bridge Loan,Expansion,83292566.25,76358659.19,6.45,Inventory,Defaulted,Annually,USD,A,Yes,Disposed,92a740fc-4f25-4472-b4a2-cc38862d74c0,Nolan-Bass,A,1.35,2.26,447915767.7,327656997.9,38925558.78,44908167.95,454572916.9,109042162.7,29275216.73,1.1,0.13
8.69558E+13,f2e41de9-fa02-40eb-8136-9cfdca153723,Wright-Perez,East Anthonyhaven,BG,2238,D,442-65-3383,LSE,DLC,HcJZRw,8c00a457-ccb0-45d0-af3a-d1fa87581ed0,25-12-2023,15-07-2027,Bridge Loan,Refinancing,67222148.71,18333746.67,6.66,Inventory,Closed,Annually,EUR,AA,Yes,Retained,779f6dd9-a372-4548-9970-560c49e2e5ce,Williams PLC,C,0.58,1.63,176896364.7,118428830,4216105.09,28683696.54,364237334.9,95027624.58,13795776.98,1.5,0.02
2.50318E+13,0c981742-282d-4c6c-ac8b-bc5b0d721499,Velez Group,Meltonchester,LC,5367,E,082-31-8618,LSE,fQP,IitMml,39f78e29-9c9d-4b08-b95e-740331978fa9,12-10-2023,01-10-2027,Other,Working Capital,66484401.56,11453131.08,4.3,Equipment,Active,Annually,USD,AA,Yes,Disposed,2020f105-09bc-416e-871f-907549033443,"Lee, Lee and Johnson",C,0.73,2.9,397212971.3,43963327.37,75734150.62,47402806.52,288780065.6,150522533.1,4590250.98,2.57,0.18
5.08487E+13,735df947-33b0-4d32-9421-eb76179c3d0c,Davis LLC,Jacksonport,BW,4141,D,267-26-7737,NASDAQ,xKp,JcMIlN,0a85cbb7-455f-4b6d-9bb2-6eddc2dcd1ef,27-01-2024,04-11-2029,Term Loan,Refinancing,76749270.41,46480543.11,4.99,Equipment,Active,Monthly,GBP,B,No,Retained,0e88cd02-abb5-47d3-8806-449df1d71cb2,Holt-Curry,A,0.59,1.57,87460474.72,373860429.3,18567394.43,31780586.62,299545765.3,6209057.14,20233545.52,7.59,0.2
8.19961E+13,72aaeec9-bb93-4f8e-bf11-195a541de7d3,Hoffman and Sons,East Michaelside,TL,5899,E,743-29-4427,NASDAQ,Nkx,cDStpL,94eb24c3-d337-4880-9276-7658ef0461e9,01-08-2024,19-05-2032,Revolving,Acquisition,23500346.74,43486876.94,14.25,Real Estate,Defaulted,Monthly,USD,AAA,No,Retained,5cab14d8-ea2c-4021-a7cc-84eb666bf10d,"Young, Deleon and Ellis",A,0.8,2.98,37887405.34,37995588.13,5686280.46,1525131.37,218914510.1,118006273.5,8665397.54,2.96,0.03
4.28675E+13,d68b3736-a6fb-4187-8346-870d5ba1eaed,Lynn-Moore,Lake Micheal,SZ,4517,E,210-02-3206,NASDAQ,Duv,FXBbgX,bea0053f-1c92-426b-a595-60ff6b3af10a,11-12-2022,08-09-2028,Term Loan,Refinancing,87595605.64,45534790.08,11.66,Inventory,Active,Monthly,USD,BBB,Yes,Retained,0d5c6a28-5fcf-4b7c-8171-880fd2122dec,"Baker, Pham and Lee",D,1.17,1.37,111302813.1,183110779.3,94631524.32,9543998.19,107346647.8,136026324.9,19999310.22,6.15,0.07
3.86332E+13,48adcb14-b6f0-45a7-8d96-782efdc1d1b0,Nelson-Cohen,South Beverlyton,MX,7166,C,806-20-4742,LSE,phP,HHqThJ,ab328580-2beb-4169-b14a-3f8182d2e96d,21-04-2024,24-09-2030,Revolving,Refinancing,33144458.96,87709531.97,4.09,Inventory,Defaulted,Annually,INR,AA,Yes,Disposed,eb95746c-6e9b-420c-9e00-84ba783b9267,Alvarez-Lutz,A,1.01,2.07,393595186.5,18148231.32,84947227.12,37921818.2,41964732.58,179491711.6,18139639.66,6.11,0.21
9.50986E+13,22c77b6f-34cc-420f-b695-0b2ab2ed6fef,"Chavez, Mercado and Sawyer",Jonesfort,DZ,4788,D,759-33-9114,NASDAQ,Skz,oWweTc,9ec98057-aed3-468b-a9d9-6ebe095bd2e2,02-09-2022,15-08-2031,Other,Acquisition,41980026.1,68027955.6,9.69,Real Estate,Defaulted,Quarterly,GBP,AA,Yes,Disposed,354db2b8-be9e-4427-bea6-db14c5508f05,Bennett-Mason,A,0.98,1.15,449194303.5,211503640,77410802.52,29590981.71,330989610.3,90679249.71,26244743.89,2.42,0.13
2.06255E+13,4a3c082c-f3a9-42ca-9a4b-2b764c4e1453,"Williams, Parrish and Mcdowell",North Alexandraburgh,PY,2170,D,706-40-1990,N/A,XdQ,fKeVdL,d8626956-84ca-4e89-b5bb-124d51a7d162,13-09-2021,24-04-2029,Bridge Loan,Working Capital,69141472.41,58012393.11,14.84,None,Closed,Quarterly,GBP,BBB,Yes,Disposed,56b15f94-0e50-47c2-b32c-de833fbabf87,Carroll PLC,D,0.52,2.63,495714412.9,192285419.4,72260244.75,47724068.53,348175044.5,98450653.08,17676880.99,4.16,0.29
5.90475E+13,3eda2ecf-0f0a-4fa1-8839-4221802da96e,"Cervantes, Walker and Huffman",Alexanderstad,FJ,9365,A,344-63-5799,LSE,Wsh,sRtWrX,694d6807-e4c0-4bd7-9e5a-39bf35f74a2a,05-07-2021,15-04-2032,Revolving,Expansion,2596840.93,41929758.7,2.49,Equipment,Closed,Annually,GBP,CCC,Yes,Disposed,f1595fcf-16b5-4c2b-a2a8-39097326abe2,Hernandez Inc,A,1.14,1.62,276907875.5,346208420.2,11561053.65,26482998.06,377372186.3,42898790.92,27580307.19,6.84,0.23
1.22987E+13,42780154-42a5-4954-bd66-046ca52a7f19,Smith Ltd,West Thomasfort,IQ,2200,E,371-91-2149,NASDAQ,vhc,ZGVAxy,1822aeee-96cc-4f59-b139-a064dff694f6,07-09-2021,18-02-2031,Other,Working Capital,98952740.07,20397357.52,8.68,None,Active,Quarterly,INR,AAA,No,Retained,25ffb4a5-d588-428c-991c-76ea0880ca2d,"Mcgrath, Adams and Lawson",E,1.24,1.39,129524510.1,12242954.1,86987928.07,33965040.44,94141671.26,142956001,25746371.52,8.61,0.04
8.02642E+13,d62230d1-8c0d-4c8a-b0c0-45d1db68d485,Mitchell-Zuniga,Michelleside,NZ,8855,B,298-82-5094,N/A,hKG,lvbSlx,e57db8b7-93d2-4e2e-9ca9-a869d9d25412,04-05-2021,11-06-2030,Bridge Loan,Expansion,30901894.78,10934946.05,6.25,None,Active,Quarterly,EUR,AA,No,Disposed,a3e1fabe-8147-4593-a94c-fe585383eb49,"Long, Hodges and Morgan",B,0.82,1.16,13401114.14,388844862,61560054.82,1847947.31,268916015.6,168939259.6,17761042.34,1,0.05
6.57417E+13,b208ccc0-a8e2-4a4d-9922-97336769096a,Short-Patterson,Hallmouth,TG,3896,E,619-96-6377,NASDAQ,vLh,EgqhRi,2c23156d-37a6-4d62-bf97-90451032aa14,06-10-2020,18-12-2027,Revolving,Working Capital,81150170.88,67604887.33,6.32,Inventory,Defaulted,Quarterly,GBP,CCC,No,Retained,7ad816fb-e47a-4995-b6b8-b661bec8c8f4,"Mccormick, Boyer and Walsh",B,0.54,2.88,406970989.4,111784020.6,11699178.93,11059936.33,17374391.46,141797105.3,3208047.1,4.75,0.05
7.34944E+13,e8ccd374-3d5a-48e7-a92c-3f1eefdc1a1e,Acevedo-Hart,Julieland,UG,4105,C,761-20-9747,LSE,INY,TPRdci,0fab4840-45b9-4cd0-a1b5-dd26e59ee5ed,26-12-2022,03-06-2027,Other,Working Capital,13774336.13,34704437.19,9.89,None,Closed,Monthly,INR,B,No,Retained,30aeb9ce-9ea8-4da9-89f9-b6032675ee2d,King-Mitchell,E,1.23,1.09,322106065,355097505.3,98250187.02,39766451.07,462301718.1,146944249.4,25209332.43,9.85,0.03
1.59091E+13,cfc26a43-2fba-4e58-b912-db84585082ad,Moran and Sons,Kennedyville,SG,6074,D,090-12-1178,NYSE,jev,Jxowkt,ef18239b-64cc-4725-be26-d4bcc0386456,01-10-2020,14-03-2035,Term Loan,Acquisition,22056524.36,63300569.46,11.07,Real Estate,Defaulted,Monthly,INR,BB,Yes,Retained,200cbad1-9e79-4564-a359-ee5dfa65f3ad,Brewer-Palmer,E,0.55,2.05,76742619.09,281675205.2,95295016.98,47037737.89,268023706,196404017.3,24322924.54,4.16,0.11
1.58333E+13,49b56515-750f-4152-87c9-a527358c3cce,Snyder and Sons,Andersonland,PT,4895,B,492-02-2642,NYSE,Vuf,nOQdGR,9a48afa9-741d-4614-902d-7ae627166696,10-10-2020,29-01-2028,Other,Acquisition,28996039.56,81226139.85,6.85,None,Defaulted,Quarterly,GBP,B,Yes,Disposed,06a19104-619f-43e1-ab3b-968d6a7a8800,Smith-Compton,D,1.39,1.99,44575693.38,93627895.43,71636426.91,18318551,351427511.2,53580081.33,2216106.57,4.85,0.06
6.70104E+13,227a5813-2cf8-4ab7-a9a5-ce21f9017e34,Campbell-Chase,Lake Jeffrey,NG,3541,E,755-04-4611,LSE,Itz,edhFvT,51284089-eaa4-4acd-ac53-7ccd68fad07e,01-10-2020,16-07-2026,Other,Acquisition,65719823.09,36928642.27,1.56,Inventory,Defaulted,Annually,USD,A,No,Disposed,38f47d97-f606-489d-ad10-2d027ea3e895,Lucas-Austin,D,1.13,1.57,82420058.39,263554709.1,18797220,2351457.51,468687733.6,97135864.52,6554453.08,8.34,0.04
8.26347E+13,d0349d03-12db-4223-91b3-6e1a0db25aaa,"Pugh, Johnson and Morgan",East Alexis,GH,2116,B,268-89-7327,NYSE,dnM,cqfVsp,8b5c7e68-71b1-47e4-9fe6-1206dc396eb1,10-07-2024,23-05-2028,Term Loan,Working Capital,6732220.04,65670762.25,13.11,Inventory,Closed,Annually,EUR,AAA,No,Retained,ac387e46-83b4-4409-b229-a9db8390ee26,Werner-Carlson,C,0.87,1.91,435116926.9,269346522.8,18056941.36,8992304.6,309628300,72497511.54,14190005.79,3.06,0.07
8.62172E+13,56607c49-d393-4b55-8119-cd8e47a73de5,Berry Group,West Lauren,ET,9248,C,618-19-7292,LSE,sVd,lOPiIf,d32cd159-b769-4385-8e1f-9fa8ab6d9b32,30-04-2020,29-10-2030,Other,Working Capital,26329807.77,38309393.51,11.79,Inventory,Defaulted,Quarterly,INR,BB,Yes,Retained,4bcc20b9-a938-45cf-a2ce-dafaea216e2a,"Hood, Neal and Ortega",A,0.68,2.37,181804757.1,46202885.85,28316803.98,13861430.61,107156325.1,37755870.89,19181791.99,9.16,0.2
6.99042E+13,a61b197e-0e24-4bdc-8d83-f9863df12d3c,"Smith, Patton and Meyers",East Matthewshire,KW,6614,D,237-88-6930,NYSE,nWe,nIOpuX,f1c51541-3428-4dab-a684-f3ebe6ecd8f7,22-11-2021,03-06-2031,Term Loan,Working Capital,65328423.59,69033665.17,5.19,Real Estate,Active,Monthly,INR,BB,No,Retained,c8d06639-99ea-483a-8165-6f2475d651f6,"Esparza, Thompson and Thompson",A,1.15,2.24,389462365,386865493.4,56821618.86,24892066.23,152875813.6,25354019.01,29113089.78,3.42,0.2
8.34857E+13,9560d053-d9a7-405d-9d5f-505b7240ac62,"White, Johnson and Moore",Brendatown,DK,2812,B,865-90-3094,NASDAQ,Hzh,ZRtRlh,32951459-c858-48bd-b3c1-e100fe33d832,19-04-2022,08-02-2028,Other,Working Capital,14970384.47,62097054.15,12.46,Equipment,Closed,Monthly,INR,A,No,Retained,4939da6c-6157-41e2-ac15-93d91b84c87a,"Carlson, Avila and Ferguson",B,1.34,2.2,310338179.6,66460512.74,56926820.52,38030524.97,412134660.8,29023650.05,6573040.94,2.65,0.15
1.58245E+13,a47305fc-1e2d-4d3a-a027-3eb252564b3f,Charles Group,New Michele,SA,5109,D,628-20-1726,LSE,oSb,EQsfus,391adcac-fa17-4d9b-9d82-1f79c4acd490,26-11-2024,29-04-2029,Other,Acquisition,49586459.42,22748301.32,9.4,Inventory,Closed,Annually,INR,CCC,Yes,Retained,be401a2e-52df-4435-bdaa-81014dd10884,Mann and Sons,B,1.44,1.53,78058557.62,264336947,24902656.18,26945726.29,421644868.4,96589944.81,3691948.94,5.99,0.09
5.25616E+13,a182d12c-73a3-49b9-a350-50dc44803d97,"Moore, Elliott and Hopkins",Michelleberg,KN,7221,E,611-36-3930,NASDAQ,isF,uIecSf,73010ae3-b3a4-450e-85c6-1d73259959f1,12-05-2021,28-12-2027,Revolving,Acquisition,29342001.56,72550556.87,14.87,Inventory,Closed,Monthly,EUR,A,Yes,Retained,8d28d522-547c-4fe8-b523-20e2b71c35c9,"Schmidt, Bryant and Miller",C,1.38,1.63,186079757,24013226.54,52320347.88,16572505.52,397256590,152334108.8,12356114.42,3.44,0.14
2.37362E+13,d947d518-dfba-4936-aa42-a0a03797d1c1,Bennett-Vega,Maryside,LU,4992,C,676-67-8628,LSE,icq,sUhiKX,369f8841-e983-4ab9-b39a-2b51c2dc105e,08-08-2023,11-05-2028,Term Loan,Expansion,58097485.71,33238525.93,13.06,Real Estate,Closed,Quarterly,EUR,AAA,Yes,Disposed,6201bf83-2754-406e-83ee-e253939bcd52,"Gonzalez, Howard and Cowan",B,1.09,2.03,175411804.2,81149310.36,31497323.76,26859223.15,372764573.5,180883706.5,12795644.99,7.71,0.07
9.01258E+13,d01acc72-5517-4cdd-a2b3-7f7918b07c3b,Kemp-Morris,Orozcomouth,RS,3624,B,263-49-0407,N/A,SSG,Malrry,df06e4f4-7453-4652-ac70-dcbf2f93a518,05-01-2024,01-07-2028,Bridge Loan,Expansion,43290410.11,43805902.43,13.13,Equipment,Defaulted,Annually,GBP,AAA,No,Disposed,a38e6b3b-81f0-4823-b503-c52b37677faf,Williams Inc,D,1.48,1.66,127912077,210388685.4,37823023.57,18231491.56,193097899.6,80184256.84,14302348.1,2.93,0.07
1.01606E+13,b0e04a5a-209f-48b0-a268-c45c8dee943b,"Roberts, Maldonado and Webb",Lowefurt,CZ,8196,D,385-97-0579,NYSE,uFu,owZWLI,c88a52a6-967c-428f-96c4-b9fab58691a9,02-05-2022,16-08-2030,Other,Expansion,8433766.53,57688528.59,8.81,None,Defaulted,Monthly,USD,A,No,Retained,b5040042-ed5d-45d9-9879-23d623a988b3,Murillo LLC,B,1.34,2.02,297398344.3,213965119.4,97770762.65,9432468.74,187475570,178022406.4,19526470.35,8.64,0.06
5.80519E+13,5cf562d6-c2c7-4f59-b01c-712971d65f6e,"Brandt, Hart and Jackson",New Christopherside,AL,4488,C,021-89-0129,LSE,HNb,JkzLJf,8abf6361-620c-425d-a48e-beecda6d7dc4,16-12-2024,31-12-2026,Other,Refinancing,46004858.5,74640261.76,8.95,None,Active,Quarterly,EUR,AA,Yes,Retained,60a64a0b-2cd5-4d9b-a720-814ef32e1e85,"Brown, Kennedy and Randolph",D,1.15,1.42,427640697.4,153979603.3,40918306.94,10867720.74,277776805.4,163260228.5,13092751.77,7.85,0.08
6.91E+13,e3c37d67-21a0-4753-8259-743828b5d19d,Mora PLC,East Anthonyhaven,AU,1869,C,065-81-2983,NASDAQ,Lvd,fJrvdj,6e1060a7-1908-4cca-b3eb-a5368a888673,06-02-2025,12-10-2028,Term Loan,Acquisition,59381207.13,31394254.16,8.03,Inventory,Closed,Quarterly,USD,B,No,Retained,c5860b85-ac32-4316-9bf1-675075e70d8a,"Berry, Hobbs and Barton",D,0.74,1.85,161130259.8,337754445.4,95943532.2,11541152.95,154562397.7,23344486.61,2482586.67,9.79,0.07
5.57152E+13,250db0cd-426b-41db-991d-de846e25dc79,Webb Ltd,West Christopherbury,ZW,9500,B,092-16-7570,N/A,Ark,FaspGI,2bbbd811-ad6c-4337-856d-4ed1d570cc09,11-01-2023,02-03-2029,Bridge Loan,Expansion,26997361.48,49795084,11.88,None,Defaulted,Annually,GBP,BBB,Yes,Disposed,4d8bbe8f-a9e3-420c-9a3c-b8a648d95477,Hunter Ltd,A,0.75,2.9,117181415.3,378522465.3,89062522.42,36200983.75,199671187.6,81697827.77,2846980.54,8.78,0.14
9.6317E+13,b16fbf65-903a-4707-a231-0c9a009a6a20,"Rowe, James and Santos",South Lisa,RU,8538,A,454-69-4029,LSE,IBj,cTPcPa,1357639e-53b2-490f-a506-515996e3a434,02-07-2023,18-04-2028,Bridge Loan,Acquisition,22520243.09,46797502.02,4.06,Equipment,Closed,Monthly,EUR,BBB,No,Retained,71b713a4-4918-468d-9ab2-1fcfc3802608,"Bullock, Sanders and Carney",A,1.07,1.09,214315504.9,184538035.8,67664928.66,41810235.81,442874441.5,123279407.5,25819153.64,8.29,0.16
5.42354E+13,8b3e4a3c-89d3-49d9-aff6-ae97dedd156b,Murphy-Taylor,Rebeccaland,LV,7290,D,106-46-1478,NASDAQ,SCO,jThblY,4d9ee5c7-93bf-4343-a9c6-ca2e1120c824,01-04-2021,11-01-2030,Other,Acquisition,34832453.48,34760530.25,4.93,Equipment,Defaulted,Monthly,USD,AA,Yes,Disposed,19fb96f9-1505-4116-8976-bf30868f06b0,"Jacobs, Hanson and Bennett",C,1.28,1.13,208812846.5,80799199.86,68474631.89,31304899.1,456599885.9,82458196.37,3147725.87,5.45,0.17
